name	term	lev	seq	value
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE7319	1
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE7783	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE8901	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE9026	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE9384	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE9746	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE11499	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE11762	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE12900	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE13346	1
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE14399	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE15745	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE16485	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE18466	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE18887	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE19259	1
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE20571	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE20587	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE21304	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE21449	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE21722	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE22167	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE22337	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE23351	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE24587	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE25486	1
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE26049	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE26112	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE26885	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE27057	1
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE27279	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE28578	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE1763	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE15094	1
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE17796	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE18471	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE24736	0
"regulation of proteolysis involved in protein catabolic process"	GO:0061136;GO:1903050	3	AIPGENE28851	0
"reproductive process"	GO:0022414	1	AIPGENE29	0
"reproductive process"	GO:0022414	1	AIPGENE68	0
"reproductive process"	GO:0022414	1	AIPGENE138	0
"reproductive process"	GO:0022414	1	AIPGENE163	1
"reproductive process"	GO:0022414	1	AIPGENE225	0
"reproductive process"	GO:0022414	1	AIPGENE240	0
"reproductive process"	GO:0022414	1	AIPGENE377	0
"reproductive process"	GO:0022414	1	AIPGENE450	0
"reproductive process"	GO:0022414	1	AIPGENE479	0
"reproductive process"	GO:0022414	1	AIPGENE504	0
"reproductive process"	GO:0022414	1	AIPGENE693	0
"reproductive process"	GO:0022414	1	AIPGENE916	0
"reproductive process"	GO:0022414	1	AIPGENE982	0
"reproductive process"	GO:0022414	1	AIPGENE1149	0
"reproductive process"	GO:0022414	1	AIPGENE1200	0
"reproductive process"	GO:0022414	1	AIPGENE1201	0
"reproductive process"	GO:0022414	1	AIPGENE1271	0
"reproductive process"	GO:0022414	1	AIPGENE1297	0
"reproductive process"	GO:0022414	1	AIPGENE1321	0
"reproductive process"	GO:0022414	1	AIPGENE1376	0
"reproductive process"	GO:0022414	1	AIPGENE1392	0
"reproductive process"	GO:0022414	1	AIPGENE1412	0
"reproductive process"	GO:0022414	1	AIPGENE1494	0
"reproductive process"	GO:0022414	1	AIPGENE1516	0
"reproductive process"	GO:0022414	1	AIPGENE1580	0
"reproductive process"	GO:0022414	1	AIPGENE1693	1
"reproductive process"	GO:0022414	1	AIPGENE1694	1
"reproductive process"	GO:0022414	1	AIPGENE1763	0
"reproductive process"	GO:0022414	1	AIPGENE1913	0
"reproductive process"	GO:0022414	1	AIPGENE1946	0
"reproductive process"	GO:0022414	1	AIPGENE1947	0
"reproductive process"	GO:0022414	1	AIPGENE2018	0
"reproductive process"	GO:0022414	1	AIPGENE2129	0
"reproductive process"	GO:0022414	1	AIPGENE2202	0
"reproductive process"	GO:0022414	1	AIPGENE2210	0
"reproductive process"	GO:0022414	1	AIPGENE2251	0
"reproductive process"	GO:0022414	1	AIPGENE2382	0
"reproductive process"	GO:0022414	1	AIPGENE2427	0
"reproductive process"	GO:0022414	1	AIPGENE2438	0
"reproductive process"	GO:0022414	1	AIPGENE2446	0
"reproductive process"	GO:0022414	1	AIPGENE2452	0
"reproductive process"	GO:0022414	1	AIPGENE2499	0
"reproductive process"	GO:0022414	1	AIPGENE2538	1
"reproductive process"	GO:0022414	1	AIPGENE2706	0
"reproductive process"	GO:0022414	1	AIPGENE2742	0
"reproductive process"	GO:0022414	1	AIPGENE2761	0
"reproductive process"	GO:0022414	1	AIPGENE2781	1
"reproductive process"	GO:0022414	1	AIPGENE2791	0
"reproductive process"	GO:0022414	1	AIPGENE3005	0
"reproductive process"	GO:0022414	1	AIPGENE3008	0
"reproductive process"	GO:0022414	1	AIPGENE3064	0
"reproductive process"	GO:0022414	1	AIPGENE3083	0
"reproductive process"	GO:0022414	1	AIPGENE3152	0
"reproductive process"	GO:0022414	1	AIPGENE3443	0
"reproductive process"	GO:0022414	1	AIPGENE3676	0
"reproductive process"	GO:0022414	1	AIPGENE3704	0
"reproductive process"	GO:0022414	1	AIPGENE3787	0
"reproductive process"	GO:0022414	1	AIPGENE3790	0
"reproductive process"	GO:0022414	1	AIPGENE3858	0
"reproductive process"	GO:0022414	1	AIPGENE3860	0
"reproductive process"	GO:0022414	1	AIPGENE3949	0
"reproductive process"	GO:0022414	1	AIPGENE3988	0
"reproductive process"	GO:0022414	1	AIPGENE4000	0
"reproductive process"	GO:0022414	1	AIPGENE4013	0
"reproductive process"	GO:0022414	1	AIPGENE4016	0
"reproductive process"	GO:0022414	1	AIPGENE4020	0
"reproductive process"	GO:0022414	1	AIPGENE4075	0
"reproductive process"	GO:0022414	1	AIPGENE4195	0
"reproductive process"	GO:0022414	1	AIPGENE4389	0
"reproductive process"	GO:0022414	1	AIPGENE4393	0
"reproductive process"	GO:0022414	1	AIPGENE4468	0
"reproductive process"	GO:0022414	1	AIPGENE4488	0
"reproductive process"	GO:0022414	1	AIPGENE4512	0
"reproductive process"	GO:0022414	1	AIPGENE4546	0
"reproductive process"	GO:0022414	1	AIPGENE4556	0
"reproductive process"	GO:0022414	1	AIPGENE4558	0
"reproductive process"	GO:0022414	1	AIPGENE4590	0
"reproductive process"	GO:0022414	1	AIPGENE4738	0
"reproductive process"	GO:0022414	1	AIPGENE4824	0
"reproductive process"	GO:0022414	1	AIPGENE4951	0
"reproductive process"	GO:0022414	1	AIPGENE5374	0
"reproductive process"	GO:0022414	1	AIPGENE5522	0
"reproductive process"	GO:0022414	1	AIPGENE5698	0
"reproductive process"	GO:0022414	1	AIPGENE5785	0
"reproductive process"	GO:0022414	1	AIPGENE5806	0
"reproductive process"	GO:0022414	1	AIPGENE5809	0
"reproductive process"	GO:0022414	1	AIPGENE5825	0
"reproductive process"	GO:0022414	1	AIPGENE5880	0
"reproductive process"	GO:0022414	1	AIPGENE6170	0
"reproductive process"	GO:0022414	1	AIPGENE6240	0
"reproductive process"	GO:0022414	1	AIPGENE6300	0
"reproductive process"	GO:0022414	1	AIPGENE6305	0
"reproductive process"	GO:0022414	1	AIPGENE6697	0
"reproductive process"	GO:0022414	1	AIPGENE6717	0
"reproductive process"	GO:0022414	1	AIPGENE6865	0
"reproductive process"	GO:0022414	1	AIPGENE6967	0
"reproductive process"	GO:0022414	1	AIPGENE6986	0
"reproductive process"	GO:0022414	1	AIPGENE7261	0
"reproductive process"	GO:0022414	1	AIPGENE7262	1
"reproductive process"	GO:0022414	1	AIPGENE7270	1
"reproductive process"	GO:0022414	1	AIPGENE7323	0
"reproductive process"	GO:0022414	1	AIPGENE7783	0
"reproductive process"	GO:0022414	1	AIPGENE7817	0
"reproductive process"	GO:0022414	1	AIPGENE7860	0
"reproductive process"	GO:0022414	1	AIPGENE7963	0
"reproductive process"	GO:0022414	1	AIPGENE8012	0
"reproductive process"	GO:0022414	1	AIPGENE8022	0
"reproductive process"	GO:0022414	1	AIPGENE8105	0
"reproductive process"	GO:0022414	1	AIPGENE8135	0
"reproductive process"	GO:0022414	1	AIPGENE8320	0
"reproductive process"	GO:0022414	1	AIPGENE8372	0
"reproductive process"	GO:0022414	1	AIPGENE8444	0
"reproductive process"	GO:0022414	1	AIPGENE8552	0
"reproductive process"	GO:0022414	1	AIPGENE8744	0
"reproductive process"	GO:0022414	1	AIPGENE8814	0
"reproductive process"	GO:0022414	1	AIPGENE8901	0
"reproductive process"	GO:0022414	1	AIPGENE8940	0
"reproductive process"	GO:0022414	1	AIPGENE9046	0
"reproductive process"	GO:0022414	1	AIPGENE9080	1
"reproductive process"	GO:0022414	1	AIPGENE9112	0
"reproductive process"	GO:0022414	1	AIPGENE9113	0
"reproductive process"	GO:0022414	1	AIPGENE9146	0
"reproductive process"	GO:0022414	1	AIPGENE9473	0
"reproductive process"	GO:0022414	1	AIPGENE9581	0
"reproductive process"	GO:0022414	1	AIPGENE9673	0
"reproductive process"	GO:0022414	1	AIPGENE9840	1
"reproductive process"	GO:0022414	1	AIPGENE9945	0
"reproductive process"	GO:0022414	1	AIPGENE9955	0
"reproductive process"	GO:0022414	1	AIPGENE10028	0
"reproductive process"	GO:0022414	1	AIPGENE10086	0
"reproductive process"	GO:0022414	1	AIPGENE10105	0
"reproductive process"	GO:0022414	1	AIPGENE10262	0
"reproductive process"	GO:0022414	1	AIPGENE10280	0
"reproductive process"	GO:0022414	1	AIPGENE10422	0
"reproductive process"	GO:0022414	1	AIPGENE10557	1
"reproductive process"	GO:0022414	1	AIPGENE10590	0
"reproductive process"	GO:0022414	1	AIPGENE10598	0
"reproductive process"	GO:0022414	1	AIPGENE10690	1
"reproductive process"	GO:0022414	1	AIPGENE10980	0
"reproductive process"	GO:0022414	1	AIPGENE10987	0
"reproductive process"	GO:0022414	1	AIPGENE11035	0
"reproductive process"	GO:0022414	1	AIPGENE11167	0
"reproductive process"	GO:0022414	1	AIPGENE11173	0
"reproductive process"	GO:0022414	1	AIPGENE11408	0
"reproductive process"	GO:0022414	1	AIPGENE11524	0
"reproductive process"	GO:0022414	1	AIPGENE11556	0
"reproductive process"	GO:0022414	1	AIPGENE11574	0
"reproductive process"	GO:0022414	1	AIPGENE11576	0
"reproductive process"	GO:0022414	1	AIPGENE11590	0
"reproductive process"	GO:0022414	1	AIPGENE11621	0
"reproductive process"	GO:0022414	1	AIPGENE11645	0
"reproductive process"	GO:0022414	1	AIPGENE11679	0
"reproductive process"	GO:0022414	1	AIPGENE11713	0
"reproductive process"	GO:0022414	1	AIPGENE11831	0
"reproductive process"	GO:0022414	1	AIPGENE12035	0
"reproductive process"	GO:0022414	1	AIPGENE12053	0
"reproductive process"	GO:0022414	1	AIPGENE12078	0
"reproductive process"	GO:0022414	1	AIPGENE12085	0
"reproductive process"	GO:0022414	1	AIPGENE12089	0
"reproductive process"	GO:0022414	1	AIPGENE12099	0
"reproductive process"	GO:0022414	1	AIPGENE12171	0
"reproductive process"	GO:0022414	1	AIPGENE12254	0
"reproductive process"	GO:0022414	1	AIPGENE12303	0
"reproductive process"	GO:0022414	1	AIPGENE12500	0
"reproductive process"	GO:0022414	1	AIPGENE12546	0
"reproductive process"	GO:0022414	1	AIPGENE12566	0
"reproductive process"	GO:0022414	1	AIPGENE12610	0
"reproductive process"	GO:0022414	1	AIPGENE12684	0
"reproductive process"	GO:0022414	1	AIPGENE12806	1
"reproductive process"	GO:0022414	1	AIPGENE12823	0
"reproductive process"	GO:0022414	1	AIPGENE12888	0
"reproductive process"	GO:0022414	1	AIPGENE12951	0
"reproductive process"	GO:0022414	1	AIPGENE12974	1
"reproductive process"	GO:0022414	1	AIPGENE13043	0
"reproductive process"	GO:0022414	1	AIPGENE13055	0
"reproductive process"	GO:0022414	1	AIPGENE13208	0
"reproductive process"	GO:0022414	1	AIPGENE13384	0
"reproductive process"	GO:0022414	1	AIPGENE13420	0
"reproductive process"	GO:0022414	1	AIPGENE13426	0
"reproductive process"	GO:0022414	1	AIPGENE13553	0
"reproductive process"	GO:0022414	1	AIPGENE13700	1
"reproductive process"	GO:0022414	1	AIPGENE13835	0
"reproductive process"	GO:0022414	1	AIPGENE13889	1
"reproductive process"	GO:0022414	1	AIPGENE13903	0
"reproductive process"	GO:0022414	1	AIPGENE13905	0
"reproductive process"	GO:0022414	1	AIPGENE13960	0
"reproductive process"	GO:0022414	1	AIPGENE13979	0
"reproductive process"	GO:0022414	1	AIPGENE14052	0
"reproductive process"	GO:0022414	1	AIPGENE14100	0
"reproductive process"	GO:0022414	1	AIPGENE14118	0
"reproductive process"	GO:0022414	1	AIPGENE14209	0
"reproductive process"	GO:0022414	1	AIPGENE14246	0
"reproductive process"	GO:0022414	1	AIPGENE14329	0
"reproductive process"	GO:0022414	1	AIPGENE14399	0
"reproductive process"	GO:0022414	1	AIPGENE14421	0
"reproductive process"	GO:0022414	1	AIPGENE14712	0
"reproductive process"	GO:0022414	1	AIPGENE14760	1
"reproductive process"	GO:0022414	1	AIPGENE14804	1
"reproductive process"	GO:0022414	1	AIPGENE14989	0
"reproductive process"	GO:0022414	1	AIPGENE15026	0
"reproductive process"	GO:0022414	1	AIPGENE15094	1
"reproductive process"	GO:0022414	1	AIPGENE15110	0
"reproductive process"	GO:0022414	1	AIPGENE15686	0
"reproductive process"	GO:0022414	1	AIPGENE15745	0
"reproductive process"	GO:0022414	1	AIPGENE15751	0
"reproductive process"	GO:0022414	1	AIPGENE15832	0
"reproductive process"	GO:0022414	1	AIPGENE15920	0
"reproductive process"	GO:0022414	1	AIPGENE16090	0
"reproductive process"	GO:0022414	1	AIPGENE16127	0
"reproductive process"	GO:0022414	1	AIPGENE16400	0
"reproductive process"	GO:0022414	1	AIPGENE16485	0
"reproductive process"	GO:0022414	1	AIPGENE16528	0
"reproductive process"	GO:0022414	1	AIPGENE16589	0
"reproductive process"	GO:0022414	1	AIPGENE16697	0
"reproductive process"	GO:0022414	1	AIPGENE16730	0
"reproductive process"	GO:0022414	1	AIPGENE16882	0
"reproductive process"	GO:0022414	1	AIPGENE16924	0
"reproductive process"	GO:0022414	1	AIPGENE16947	0
"reproductive process"	GO:0022414	1	AIPGENE17013	0
"reproductive process"	GO:0022414	1	AIPGENE17046	0
"reproductive process"	GO:0022414	1	AIPGENE17338	1
"reproductive process"	GO:0022414	1	AIPGENE17367	0
"reproductive process"	GO:0022414	1	AIPGENE17461	0
"reproductive process"	GO:0022414	1	AIPGENE17554	0
"reproductive process"	GO:0022414	1	AIPGENE17618	0
"reproductive process"	GO:0022414	1	AIPGENE17651	0
"reproductive process"	GO:0022414	1	AIPGENE17683	0
"reproductive process"	GO:0022414	1	AIPGENE17770	0
"reproductive process"	GO:0022414	1	AIPGENE17775	0
"reproductive process"	GO:0022414	1	AIPGENE17805	0
"reproductive process"	GO:0022414	1	AIPGENE17911	1
"reproductive process"	GO:0022414	1	AIPGENE17956	0
"reproductive process"	GO:0022414	1	AIPGENE18028	0
"reproductive process"	GO:0022414	1	AIPGENE18180	0
"reproductive process"	GO:0022414	1	AIPGENE18367	0
"reproductive process"	GO:0022414	1	AIPGENE18372	0
"reproductive process"	GO:0022414	1	AIPGENE18393	0
"reproductive process"	GO:0022414	1	AIPGENE18432	1
"reproductive process"	GO:0022414	1	AIPGENE18608	0
"reproductive process"	GO:0022414	1	AIPGENE18610	0
"reproductive process"	GO:0022414	1	AIPGENE18667	0
"reproductive process"	GO:0022414	1	AIPGENE18692	0
"reproductive process"	GO:0022414	1	AIPGENE18776	0
"reproductive process"	GO:0022414	1	AIPGENE18821	0
"reproductive process"	GO:0022414	1	AIPGENE18849	1
"reproductive process"	GO:0022414	1	AIPGENE18891	0
"reproductive process"	GO:0022414	1	AIPGENE18939	0
"reproductive process"	GO:0022414	1	AIPGENE19103	0
"reproductive process"	GO:0022414	1	AIPGENE19105	0
"reproductive process"	GO:0022414	1	AIPGENE19335	0
"reproductive process"	GO:0022414	1	AIPGENE19353	0
"reproductive process"	GO:0022414	1	AIPGENE19436	0
"reproductive process"	GO:0022414	1	AIPGENE19455	0
"reproductive process"	GO:0022414	1	AIPGENE19592	0
"reproductive process"	GO:0022414	1	AIPGENE19646	0
"reproductive process"	GO:0022414	1	AIPGENE19777	1
"reproductive process"	GO:0022414	1	AIPGENE19814	0
"reproductive process"	GO:0022414	1	AIPGENE19815	0
"reproductive process"	GO:0022414	1	AIPGENE19917	0
"reproductive process"	GO:0022414	1	AIPGENE19933	0
"reproductive process"	GO:0022414	1	AIPGENE19972	0
"reproductive process"	GO:0022414	1	AIPGENE20043	0
"reproductive process"	GO:0022414	1	AIPGENE20111	0
"reproductive process"	GO:0022414	1	AIPGENE20148	0
"reproductive process"	GO:0022414	1	AIPGENE20329	0
"reproductive process"	GO:0022414	1	AIPGENE20629	0
"reproductive process"	GO:0022414	1	AIPGENE20660	0
"reproductive process"	GO:0022414	1	AIPGENE20779	0
"reproductive process"	GO:0022414	1	AIPGENE20782	0
"reproductive process"	GO:0022414	1	AIPGENE20926	0
"reproductive process"	GO:0022414	1	AIPGENE21161	0
"reproductive process"	GO:0022414	1	AIPGENE21229	0
"reproductive process"	GO:0022414	1	AIPGENE21249	0
"reproductive process"	GO:0022414	1	AIPGENE21283	0
"reproductive process"	GO:0022414	1	AIPGENE21341	0
"reproductive process"	GO:0022414	1	AIPGENE21473	0
"reproductive process"	GO:0022414	1	AIPGENE21701	0
"reproductive process"	GO:0022414	1	AIPGENE21774	0
"reproductive process"	GO:0022414	1	AIPGENE22025	0
"reproductive process"	GO:0022414	1	AIPGENE22319	0
"reproductive process"	GO:0022414	1	AIPGENE22368	0
"reproductive process"	GO:0022414	1	AIPGENE22488	0
"reproductive process"	GO:0022414	1	AIPGENE22541	0
"reproductive process"	GO:0022414	1	AIPGENE22638	0
"reproductive process"	GO:0022414	1	AIPGENE22818	0
"reproductive process"	GO:0022414	1	AIPGENE23271	0
"reproductive process"	GO:0022414	1	AIPGENE23467	0
"reproductive process"	GO:0022414	1	AIPGENE23680	0
"reproductive process"	GO:0022414	1	AIPGENE23699	0
"reproductive process"	GO:0022414	1	AIPGENE23737	1
"reproductive process"	GO:0022414	1	AIPGENE23749	0
"reproductive process"	GO:0022414	1	AIPGENE23840	1
"reproductive process"	GO:0022414	1	AIPGENE23857	0
"reproductive process"	GO:0022414	1	AIPGENE24025	0
"reproductive process"	GO:0022414	1	AIPGENE24028	0
"reproductive process"	GO:0022414	1	AIPGENE24048	0
"reproductive process"	GO:0022414	1	AIPGENE24269	0
"reproductive process"	GO:0022414	1	AIPGENE24272	0
"reproductive process"	GO:0022414	1	AIPGENE24531	0
"reproductive process"	GO:0022414	1	AIPGENE24553	0
"reproductive process"	GO:0022414	1	AIPGENE24587	0
"reproductive process"	GO:0022414	1	AIPGENE24839	0
"reproductive process"	GO:0022414	1	AIPGENE24977	0
"reproductive process"	GO:0022414	1	AIPGENE25097	0
"reproductive process"	GO:0022414	1	AIPGENE25165	0
"reproductive process"	GO:0022414	1	AIPGENE25167	1
"reproductive process"	GO:0022414	1	AIPGENE25183	0
"reproductive process"	GO:0022414	1	AIPGENE25395	0
"reproductive process"	GO:0022414	1	AIPGENE25535	0
"reproductive process"	GO:0022414	1	AIPGENE25541	0
"reproductive process"	GO:0022414	1	AIPGENE25648	0
"reproductive process"	GO:0022414	1	AIPGENE25708	0
"reproductive process"	GO:0022414	1	AIPGENE25728	0
"reproductive process"	GO:0022414	1	AIPGENE25766	1
"reproductive process"	GO:0022414	1	AIPGENE25791	0
"reproductive process"	GO:0022414	1	AIPGENE25810	1
"reproductive process"	GO:0022414	1	AIPGENE25820	1
"reproductive process"	GO:0022414	1	AIPGENE25829	0
"reproductive process"	GO:0022414	1	AIPGENE25832	0
"reproductive process"	GO:0022414	1	AIPGENE25977	0
"reproductive process"	GO:0022414	1	AIPGENE26000	1
"reproductive process"	GO:0022414	1	AIPGENE26064	1
"reproductive process"	GO:0022414	1	AIPGENE26089	0
"reproductive process"	GO:0022414	1	AIPGENE26112	0
"reproductive process"	GO:0022414	1	AIPGENE26150	0
"reproductive process"	GO:0022414	1	AIPGENE26165	0
"reproductive process"	GO:0022414	1	AIPGENE26214	0
"reproductive process"	GO:0022414	1	AIPGENE26243	0
"reproductive process"	GO:0022414	1	AIPGENE26246	0
"reproductive process"	GO:0022414	1	AIPGENE26248	0
"reproductive process"	GO:0022414	1	AIPGENE26329	0
"reproductive process"	GO:0022414	1	AIPGENE26339	0
"reproductive process"	GO:0022414	1	AIPGENE26577	0
"reproductive process"	GO:0022414	1	AIPGENE26753	0
"reproductive process"	GO:0022414	1	AIPGENE26819	0
"reproductive process"	GO:0022414	1	AIPGENE26902	0
"reproductive process"	GO:0022414	1	AIPGENE27012	0
"reproductive process"	GO:0022414	1	AIPGENE27054	0
"reproductive process"	GO:0022414	1	AIPGENE27072	0
"reproductive process"	GO:0022414	1	AIPGENE27191	1
"reproductive process"	GO:0022414	1	AIPGENE27434	0
"reproductive process"	GO:0022414	1	AIPGENE27438	0
"reproductive process"	GO:0022414	1	AIPGENE27523	1
"reproductive process"	GO:0022414	1	AIPGENE27568	0
"reproductive process"	GO:0022414	1	AIPGENE27763	0
"reproductive process"	GO:0022414	1	AIPGENE27862	0
"reproductive process"	GO:0022414	1	AIPGENE27938	0
"reproductive process"	GO:0022414	1	AIPGENE27971	0
"reproductive process"	GO:0022414	1	AIPGENE28162	0
"reproductive process"	GO:0022414	1	AIPGENE28491	0
"reproductive process"	GO:0022414	1	AIPGENE28587	0
"reproductive process"	GO:0022414	1	AIPGENE28639	0
"reproductive process"	GO:0022414	1	AIPGENE28643	0
"reproductive process"	GO:0022414	1	AIPGENE28814	0
"reproductive process"	GO:0022414	1	AIPGENE29030	0
"reproductive process"	GO:0022414	1	AIPGENE29059	1
"reproductive process"	GO:0022414	1	AIPGENE29086	0
"reproductive process"	GO:0022414	1	AIPGENE29149	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE525	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE815	1
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE3347	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE8330	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE9967	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE12002	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE13692	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE17423	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE19103	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE22514	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE24184	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE26977	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE28014	0
"obsolete cellular carbohydrate catabolic process"	GO:0044275	-1	AIPGENE28157	0
"cardiac septum development"	GO:0003279	2	AIPGENE183	0
"cardiac septum development"	GO:0003279	2	AIPGENE1758	0
"cardiac septum development"	GO:0003279	2	AIPGENE2129	0
"cardiac septum development"	GO:0003279	2	AIPGENE2714	0
"cardiac septum development"	GO:0003279	2	AIPGENE2930	0
"cardiac septum development"	GO:0003279	2	AIPGENE3114	0
"cardiac septum development"	GO:0003279	2	AIPGENE6877	0
"cardiac septum development"	GO:0003279	2	AIPGENE7259	0
"cardiac septum development"	GO:0003279	2	AIPGENE7264	0
"cardiac septum development"	GO:0003279	2	AIPGENE7279	0
"cardiac septum development"	GO:0003279	2	AIPGENE7280	1
"cardiac septum development"	GO:0003279	2	AIPGENE8864	0
"cardiac septum development"	GO:0003279	2	AIPGENE9267	0
"cardiac septum development"	GO:0003279	2	AIPGENE10398	0
"cardiac septum development"	GO:0003279	2	AIPGENE11442	0
"cardiac septum development"	GO:0003279	2	AIPGENE14603	1
"cardiac septum development"	GO:0003279	2	AIPGENE16104	0
"cardiac septum development"	GO:0003279	2	AIPGENE16853	0
"cardiac septum development"	GO:0003279	2	AIPGENE19215	1
"cardiac septum development"	GO:0003279	2	AIPGENE20323	0
"cardiac septum development"	GO:0003279	2	AIPGENE20487	1
"cardiac septum development"	GO:0003279	2	AIPGENE24064	0
"cardiac septum development"	GO:0003279	2	AIPGENE24140	0
"cardiac septum development"	GO:0003279	2	AIPGENE24189	0
"cardiac septum development"	GO:0003279	2	AIPGENE25560	0
"cardiac septum development"	GO:0003279	2	AIPGENE26367	0
"cardiac septum development"	GO:0003279	2	AIPGENE26780	1
"cardiac septum development"	GO:0003279	2	AIPGENE28840	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE815	1
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE3018	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE3347	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE3620	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE4046	1
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE8901	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE10332	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE11916	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE12477	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE12723	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE13787	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE14223	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE14262	0
"obsolete organic hydroxy compound catabolic process"	GO:0046164;GO:1901616	2	AIPGENE16859	0
